,gene_symbols,n_cells,highly_variable,means,dispersions,dispersions_norm,highly_variable_nbatches,highly_variable_intersection,gene_ids
FILIP1L,FILIP1L,64949,True,0.08916785493880348,1.1229340032849435,2.6427495,8,False,ENSG00000168386
MFSD2A,MFSD2A,87342,True,0.14543602381334453,1.0305116798531906,1.8586872,5,False,ENSG00000168389
RHOH,RHOH,42218,True,0.10314826309761325,1.3297756937896725,5.151156,11,False,ENSG00000168421
TNXB,TNXB,22600,True,0.03438133497970392,1.2754565315339164,3.7351182,8,False,ENSG00000168477
SFTPC,SFTPC,204432,True,1.072390059687988,2.334067080618165,11.128089,10,False,ENSG00000168484
SDPR,SDPR,103743,True,0.20385392445779882,1.413567353727639,6.930386,12,False,ENSG00000168497
COL3A1,COL3A1,18547,True,0.048937072155955094,1.9886875140067055,11.410861,13,False,ENSG00000168542
DYNLRB2,DYNLRB2,42471,True,0.08594390037525641,1.5866688286188615,13.157048,14,True,ENSG00000168589
VWA3B,VWA3B,24913,True,0.0331548226537221,1.0925532589004272,3.5398204,6,False,ENSG00000168658
IL7R,IL7R,93012,True,0.22558594950790903,1.5586989359368923,9.542632,13,False,ENSG00000168685
PKIG,PKIG,77311,True,0.10327785582699223,1.0543855597251055,2.7594905,7,False,ENSG00000168734
SFTPB,SFTPB,133205,True,0.6797141350384965,2.2399876467209667,10.972577,12,False,ENSG00000168878
VAMP5,VAMP5,148899,True,0.2763640430939494,1.1001088561277523,3.3986692,8,False,ENSG00000168899
INPP5D,INPP5D,36440,True,0.0581100310013249,1.1878169104397462,3.128745,8,False,ENSG00000168918
STXBP6,STXBP6,63459,True,0.08757671670432872,1.157249989773282,2.822838,6,False,ENSG00000168952
KLK7,KLK7,1384,True,0.003344549042606017,1.20503100364425,5.7409863,5,False,ENSG00000169035
ZBBX,ZBBX,26970,True,0.038957577380906445,1.155745914061384,5.4775977,8,False,ENSG00000169064
IL13,IL13,650,True,0.0021308311000732224,1.6546286407976503,3.719081,8,False,ENSG00000169194
GCSAML,GCSAML,2045,True,0.004665612986366213,1.3330341714583998,2.5323932,7,False,ENSG00000169224
EFNA1,EFNA1,111024,True,0.1891629075953539,1.043754198666433,2.0525787,5,False,ENSG00000169242
CXCL10,CXCL10,8983,True,0.020774325592780054,2.4111222409809647,18.44678,14,True,ENSG00000169245
CXCL11,CXCL11,3013,True,0.005283407274640245,1.633540389086506,7.1911535,11,False,ENSG00000169248
IL1RAPL1,IL1RAPL1,309,True,0.0005881314134389395,1.164924634957148,1.4656359,5,False,ENSG00000169306
C22orf15,C22orf15,25266,True,0.035522181653788246,1.2147683809511574,5.0441885,6,False,ENSG00000169314
GP2,GP2,555,True,0.0010814970901957311,1.0289475165869622,7.999959,4,False,ENSG00000169347
RNASE2,RNASE2,17588,True,0.04176625293558007,1.4063222222179466,5.2702107,10,False,ENSG00000169385
RNASE6,RNASE6,56826,True,0.11120586660138805,1.2374126052358112,4.153747,12,False,ENSG00000169413
CXCL8,CXCL8,142227,True,0.6814912688898909,1.7821263079539207,10.625857,14,True,ENSG00000169429
SDC2,SDC2,65979,True,0.11051162425034426,1.048748583805275,2.0160398,6,False,ENSG00000169439
CD52,CD52,198306,True,0.8029647726737499,1.6530325406244581,12.417163,10,False,ENSG00000169442
SPRR1B,SPRR1B,12104,True,0.036177773446670176,1.4866128076743712,12.005847,9,False,ENSG00000169469
SLC38A11,SLC38A11,773,True,0.001558155032789881,1.3332376874227858,3.126243,6,False,ENSG00000169507
GPR183,GPR183,58609,True,0.18736131381886967,1.5640749009055315,8.469183,12,False,ENSG00000169508
CRCT1,CRCT1,282,True,0.0008730672941511486,1.4162424873108654,5.4138556,8,False,ENSG00000169509
ZEB2,ZEB2,138206,True,0.28498840268126474,1.2115518619920653,4.0345764,6,False,ENSG00000169554
CLIC3,CLIC3,70266,True,0.128908265515333,1.2883201646205982,6.011769,14,True,ENSG00000169583
FASN,FASN,91918,True,0.15867178579844166,1.0550133147856813,2.2757502,7,False,ENSG00000169710
MT1E,MT1E,219343,True,0.5396779678211477,1.3022325815615925,4.324913,10,False,ENSG00000169715
LDB2,LDB2,31063,True,0.05083152166558708,1.4383013698030245,5.298388,10,False,ENSG00000169744
AHSP,AHSP,310,True,0.0005200005551471565,1.4000195122794767,2.9830277,4,False,ENSG00000169877
ITGAM,ITGAM,46958,True,0.07554420935081245,1.1751324960262812,2.5934367,7,False,ENSG00000169896
TM4SF1,TM4SF1,169200,True,0.44541010382654017,1.4911870409377017,6.5651484,12,False,ENSG00000169908
GPR25,GPR25,1622,True,0.0025219553239385424,1.047271713740214,3.1008675,5,False,ENSG00000170128
FABP6,FABP6,24184,True,0.038304145148377565,1.3900315684127373,7.264586,11,False,ENSG00000170231
FABP4,FABP4,113978,True,0.49099133116721533,2.0792844098281926,10.099381,11,False,ENSG00000170323
FRMPD2,FRMPD2,20752,True,0.028148814839203753,1.102189684269778,3.897311,5,False,ENSG00000170324
FOS,FOS,373156,True,1.390505699160693,0.9585852006335821,2.5838892,5,False,ENSG00000170345
CST1,CST1,2863,True,0.006225383734433175,1.0088203835155913,4.6453733,5,False,ENSG00000170373
KRT8,KRT8,238918,True,0.8016158931872714,1.1309034993130502,3.0384293,7,False,ENSG00000170421
KRT86,KRT86,2402,True,0.004040313474181348,1.3007476925875299,1.9186478,7,False,ENSG00000170442
CD14,CD14,114979,True,0.2735475604309791,1.3270406943666553,5.5452895,13,False,ENSG00000170458
MZB1,MZB1,6377,True,0.015378576106470506,2.0934734229868677,11.669343,13,False,ENSG00000170476
KRT4,KRT4,48154,True,0.1367420304481696,1.125611031112704,6.2931857,7,False,ENSG00000170477
HSD17B13,HSD17B13,19746,True,0.030068788338845277,1.062441598050819,2.6113837,5,False,ENSG00000170509
PFKFB3,PFKFB3,66300,True,0.11189993167825378,1.115779279771663,2.9748957,7,False,ENSG00000170525
SERPINB9,SERPINB9,47661,True,0.10057272689092804,1.3473990382811387,5.903433,12,False,ENSG00000170542
EMB,EMB,87118,True,0.14022157308278219,1.1027423097480917,3.0738485,8,False,ENSG00000170571
SDR16C5,SDR16C5,114266,True,0.20597991667792798,1.1253604477917503,2.6930525,6,False,ENSG00000170786
HTRA3,HTRA3,9780,True,0.017632614172528965,1.3883149544619466,3.7113705,9,False,ENSG00000170801
MTSS1,MTSS1,84423,True,0.12747383090670275,1.0566223650402768,2.0883644,7,False,ENSG00000170873
PLA2G1B,PLA2G1B,45833,True,0.09460486779320919,1.201588527767171,3.4438248,6,False,ENSG00000170890
CYTL1,CYTL1,5922,True,0.009239287789508681,1.3219278286019507,2.3036835,6,False,ENSG00000170891
HAS2,HAS2,7763,True,0.009932350557328882,1.1159930774000522,1.6744884,5,False,ENSG00000170961
S1PR1,S1PR1,29548,True,0.04563413447805832,1.3833430479714022,4.795344,10,False,ENSG00000170989
FPR2,FPR2,55944,True,0.0957280151372336,1.2568439048169893,3.2893255,10,False,ENSG00000171049
FPR1,FPR1,85974,True,0.17224326750080934,1.2564837195640652,3.9609127,9,False,ENSG00000171051
SOX7,SOX7,33110,True,0.0466324678837435,1.1259755059201673,2.9065976,6,False,ENSG00000171056
GIMAP8,GIMAP8,22128,True,0.029367289100597296,1.315183521338789,3.1488554,10,False,ENSG00000171115
MUC7,MUC7,1382,True,0.002760739298486934,1.0131785354570735,5.278538,6,False,ENSG00000171195
LRG1,LRG1,78677,True,0.11762780105601699,1.0202955103805929,1.6820667,5,False,ENSG00000171236
SOSTDC1,SOSTDC1,17293,True,0.028563288514928127,1.2592136188731422,4.6204815,5,False,ENSG00000171243
KRT19,KRT19,259126,True,1.3589062257794011,1.2389139776269416,4.29596,7,False,ENSG00000171345
KRT15,KRT15,97437,True,0.43116678903950756,1.4424239494074897,7.357961,10,False,ENSG00000171346
KRT13,KRT13,30806,True,0.11395987127690253,1.6586414766351238,11.427349,9,False,ENSG00000171401
HOPX,HOPX,143134,True,0.435727436575149,1.5255112361423067,7.9314075,14,True,ENSG00000171476
PTGER4,PTGER4,97571,True,0.16076435351452087,1.059064185680806,2.5909815,7,False,ENSG00000171522
FGG,FGG,10612,True,0.031449354520075,1.2370820284533033,6.8073945,8,False,ENSG00000171557
DNAI2,DNAI2,23480,True,0.029977630103185743,1.1497594434443492,3.8750763,6,False,ENSG00000171595
NMUR1,NMUR1,4494,True,0.007380294266362332,1.3321422720263432,2.141488,7,False,ENSG00000171596
PIK3CD,PIK3CD,23374,True,0.030248955802818556,1.1426000798139302,1.8836126,5,False,ENSG00000171608
S100Z,S100Z,3113,True,0.004484358641904753,1.2402481350883767,1.6743232,5,False,ENSG00000171643
GPR82,GPR82,12829,True,0.017549382603327102,1.1537370015417747,1.9698497,6,False,ENSG00000171657
GPR34,GPR34,26180,True,0.03436996936489758,1.177229592528602,2.107072,5,False,ENSG00000171659
DEFB4A,DEFB4A,7428,True,0.017000528822118628,1.3999334387200923,7.584729,7,False,ENSG00000171711
BCL2,BCL2,38894,True,0.05415036366191228,1.1783489576423591,3.0820172,10,False,ENSG00000171791
CFAP46,CFAP46,23323,True,0.031628807559674905,1.106953455759968,4.2162147,5,False,ENSG00000171811
RRM2,RRM2,11257,True,0.02149944854939886,1.2520502204080264,4.867556,5,False,ENSG00000171848
C3AR1,C3AR1,66514,True,0.11134264626631878,1.1823160311060363,2.655376,8,False,ENSG00000171860
AQP4,AQP4,45305,True,0.0706844763670124,1.1227645200730387,2.3450158,6,False,ENSG00000171885
SCG2,SCG2,1579,True,0.0034088171004005518,1.5773541157158844,11.349991,8,False,ENSG00000171951
DRC3,DRC3,40055,True,0.06749946055410981,1.3043962920170054,8.8364525,12,False,ENSG00000171962
MAL,MAL,9248,True,0.017571519586276906,1.484694422906415,8.098813,11,False,ENSG00000172005
CD8B,CD8B,14731,True,0.0351449091955035,1.6615139110806967,7.6842895,12,False,ENSG00000172116
CALB2,CALB2,3264,True,0.008222951315730307,1.4372798335530774,3.0896149,7,False,ENSG00000172137
CCL11,CCL11,1012,True,0.00237894595170329,1.6700236819857894,4.6380534,8,False,ENSG00000172156
MALT1,MALT1,60625,True,0.08356092361678827,1.0544753429521436,1.9013163,5,False,ENSG00000172175
ISG20,ISG20,138098,True,0.28547951193386156,1.13150200958869,3.733701,12,False,ENSG00000172183
ID4,ID4,66747,True,0.1026666243803651,1.127895656092843,3.6630306,10,False,ENSG00000172201
CXCR6,CXCR6,8430,True,0.022689633774112105,1.5718891294839492,6.34565,11,False,ENSG00000172215
TPSAB1,TPSAB1,15580,True,0.07723256021114823,3.429140424313308,30.25027,14,True,ENSG00000172236
IL16,IL16,40010,True,0.05812165721523027,1.1909557694005957,3.650999,6,False,ENSG00000172349
CFAP53,CFAP53,35861,True,0.0610640794337346,1.389276338891338,8.819318,12,False,ENSG00000172361
SYNPO2,SYNPO2,14022,True,0.016086043465112145,1.1223088789244438,1.9543501,6,False,ENSG00000172403
RSPH9,RSPH9,33639,True,0.057643052865995296,1.3557156795561978,8.548606,11,False,ENSG00000172426
FGGY,FGGY,119704,True,0.18911264813037038,1.0384741449883357,2.1085844,5,False,ENSG00000172456
CTSW,CTSW,60419,True,0.15458810289765204,1.5063538917479828,6.6640325,11,False,ENSG00000172543
MUCL1,MUCL1,12993,True,0.020535058412259114,1.311911644106219,4.4813848,9,False,ENSG00000172551
RASGRP1,RASGRP1,17200,True,0.02599043438730977,1.1969602750336246,2.3521543,7,False,ENSG00000172575
KLHL6,KLHL6,51737,True,0.06640748256955269,0.9918721366306933,2.2522914,5,False,ENSG00000172578
RND1,RND1,27218,True,0.0452998885284804,1.2281086692000955,3.8287716,9,False,ENSG00000172602
THEMIS,THEMIS,8404,True,0.016079344035772596,1.421155978231781,4.0526447,11,False,ENSG00000172673
CCL19,CCL19,2388,True,0.005226905015664038,2.0096580519206664,6.6038456,12,False,ENSG00000172724
EGFL7,EGFL7,73025,True,0.12739894834329565,1.3220616559188225,4.358985,9,False,ENSG00000172889
MIR4435-2HG,MIR4435-2HG,93121,True,0.17405302634886052,1.0083951903135089,2.071931,6,False,ENSG00000172965
HSPA6,HSPA6,31528,True,0.08685743017695542,1.631022065432178,12.3271,10,False,ENSG00000173110
SNCG,SNCG,45494,True,0.08218833774799934,1.3649877472476075,6.9348335,13,False,ENSG00000173267
MMRN2,MMRN2,19057,True,0.02715843614390189,1.237812432768677,3.3242996,7,False,ENSG00000173269
C1QB,C1QB,148877,True,0.7462820586584573,2.1296613559100424,11.733178,12,False,ENSG00000173369
C1QA,C1QA,151877,True,0.7384458519719482,2.0434707453075354,11.002319,12,False,ENSG00000173372
OLR1,OLR1,109429,True,0.2957696933664714,1.3927477909590031,4.1997967,10,False,ENSG00000173391
SAA1,SAA1,85877,True,0.2689347537704769,2.0139239385303562,17.188423,14,True,ENSG00000173432
THAP2,THAP2,42875,True,0.07240534980406534,1.0956143426876241,1.7709265,7,False,ENSG00000173451
AGR3,AGR3,101355,True,0.23245968436696365,1.588163563813363,11.089971,12,False,ENSG00000173467
NABP1,NABP1,110329,True,0.1695309730960605,1.0336737805231369,2.173239,5,False,ENSG00000173559
HEG1,HEG1,43605,True,0.05613335092138101,1.1507948759574125,2.8521612,7,False,ENSG00000173706
CD7,CD7,50405,True,0.1529811489141105,1.6530196396674017,10.994608,12,False,ENSG00000173762
HOXB2,HOXB2,31266,True,0.042479468773581115,1.1876849106613976,2.692486,7,False,ENSG00000173917
PIFO,PIFO,59271,True,0.12924587922742098,1.6356298749677396,16.043215,13,False,ENSG00000173947
CD34,CD34,24719,True,0.035306216176396454,1.308091361183585,4.3927608,9,False,ENSG00000174059
RP11-23P13.6,RP11-23P13.6,3027,True,0.004289924000895374,1.293566670168964,1.9177713,5,False,ENSG00000174171
SELP,SELP,10046,True,0.015197965355552073,1.2014519476282917,2.550398,7,False,ENSG00000174175
ZNF80,ZNF80,648,True,0.0015035507940233466,1.291897221776233,1.9719698,7,False,ENSG00000174255
PODN,PODN,13273,True,0.02182559023881083,1.3169793320495013,3.2042725,7,False,ENSG00000174348
ANKRD36C,ANKRD36C,85898,True,0.1732220480504715,1.2306383337210687,6.2155423,8,False,ENSG00000174501
SLCO2A1,SLCO2A1,37775,True,0.06529431657030858,1.3529960929970015,5.594345,8,False,ENSG00000174640
KIAA1551,KIAA1551,112031,True,0.16341782780141662,1.0413793583250741,2.1384397,8,False,ENSG00000174718
WDR49,WDR49,29011,True,0.0323539772296133,1.0521317345025878,2.241063,5,False,ENSG00000174776
CD248,CD248,11451,True,0.02008128678821967,1.4009424577270724,3.8494904,8,False,ENSG00000174807
DNAH12,DNAH12,37542,True,0.07093193989320758,1.4651524223337236,11.995087,12,False,ENSG00000174844
CATSPERD,CATSPERD,24632,True,0.03496816788104361,1.3097888263950732,5.8113647,10,False,ENSG00000174898
P2RY14,P2RY14,5617,True,0.00881524682074823,1.349795747895765,2.7258484,9,False,ENSG00000174944
GPR171,GPR171,14401,True,0.03926215690522762,1.513155676172829,5.432242,12,False,ENSG00000174946
CD164L2,CD164L2,31103,True,0.04143054375243184,1.086684099327649,3.5114284,5,False,ENSG00000174950
CHST2,CHST2,19957,True,0.03422469736774967,1.1419351711952361,1.9422749,6,False,ENSG00000175040
UBE2C,UBE2C,11108,True,0.02445687424163806,1.454583078323921,7.2969613,10,False,ENSG00000175063
DES,DES,4208,True,0.011854263550309814,1.8336360404274923,7.5283613,10,False,ENSG00000175084
MARCKSL1,MARCKSL1,104455,True,0.1933974866853844,1.1606031460805013,4.8671937,12,False,ENSG00000175130
CSRP2,CSRP2,54466,True,0.09406449196870659,1.240163398613941,4.695099,10,False,ENSG00000175183
VWA3A,VWA3A,20593,True,0.026380413692606467,1.1321138419269703,3.1553886,5,False,ENSG00000175267
CATSPER1,CATSPER1,28624,True,0.03946753502416177,1.0958354313263692,1.093819,5,False,ENSG00000175294
CST6,CST6,23327,True,0.03463528990920321,1.2324666392719197,4.9274907,10,False,ENSG00000175315
LPL,LPL,103301,True,0.20535782021697813,1.1604123091208958,2.046479,6,False,ENSG00000175445
TBC1D10C,TBC1D10C,60459,True,0.09823556722908107,1.204283879490055,3.5433087,7,False,ENSG00000175463
TEX26,TEX26,14409,True,0.020205556016959884,1.1516798713528058,4.216082,5,False,ENSG00000175664
NR2F1,NR2F1,16802,True,0.02209244349698133,1.1686639458722266,2.4543283,6,False,ENSG00000175745
SFN,SFN,127553,True,0.39751453343535753,1.2909712679192171,5.057018,11,False,ENSG00000175793
GAPT,GAPT,13611,True,0.019016910005264516,1.2449107143455145,2.3291361,5,False,ENSG00000175857
A2M,A2M,81494,True,0.16487367307420203,1.7635203867226943,11.54859,14,True,ENSG00000175899
ARL4D,ARL4D,81675,True,0.15313835322968522,1.0892698357589479,2.408157,8,False,ENSG00000175906
ASCL3,ASCL3,797,True,0.00193052663767738,1.4677244496922943,9.833021,10,False,ENSG00000176009
C11orf16,C11orf16,22567,True,0.02890498582864454,1.0591730830640107,3.4930022,5,False,ENSG00000176029
NUPR1,NUPR1,297056,True,0.8242843367299815,1.0367189261414347,1.9042767,5,False,ENSG00000176046
ZNF683,ZNF683,5735,True,0.011397048473065188,1.4916889475069515,4.5873356,10,False,ENSG00000176083
SPHK1,SPHK1,35787,True,0.05696750052878346,1.1071523598240043,2.856042,7,False,ENSG00000176170
CLEC14A,CLEC14A,35854,True,0.07293596926924653,1.6143541798920054,7.847731,11,False,ENSG00000176435
MAP3K19,MAP3K19,23903,True,0.03287640528366995,1.0792247405341004,3.27545,6,False,ENSG00000176601
NCKAP5,NCKAP5,14805,True,0.017276516572067278,1.0973992758503095,2.1952488,6,False,ENSG00000176771
BASP1,BASP1,91163,True,0.1818412756788521,1.2347633579998707,6.9210105,11,False,ENSG00000176788
TYMS,TYMS,18272,True,0.03324754431175348,1.2751772332691167,4.590967,9,False,ENSG00000176890
C8orf4,C8orf4,108150,True,0.24336051697867453,1.3680450230959522,6.7278438,10,False,ENSG00000176907
FIBIN,FIBIN,12106,True,0.016720054036249248,1.080533560771784,2.5312212,6,False,ENSG00000176971
CASKIN2,CASKIN2,29048,True,0.03484095111158187,1.1108126665664488,1.7764206,5,False,ENSG00000177303
GPR4,GPR4,6347,True,0.008378782136207559,1.20246245628921,1.6640196,5,False,ENSG00000177464
PTRF,PTRF,119475,True,0.21202607914368174,1.1881349823521308,4.007195,11,False,ENSG00000177469
CD163,CD163,117711,True,0.33916349300152554,1.3306144277765577,3.7708662,11,False,ENSG00000177575
JUN,JUN,364569,True,1.2744599732506587,0.9515713465628686,1.6825105,5,False,ENSG00000177606
ANXA2R,ANXA2R,19400,True,0.03365353193263302,1.2927181471652105,3.4718287,10,False,ENSG00000177721
ODF3B,ODF3B,138160,True,0.23350658069995117,1.1337372455165695,5.416168,9,False,ENSG00000177989
MLF1,MLF1,79180,True,0.11081309604127912,1.0468029113699868,3.4588401,5,False,ENSG00000178053
CALML3,CALML3,21817,True,0.05561179783800716,0.8772396399608847,5.4603224,5,False,ENSG00000178363
CTXN1,CTXN1,22449,True,0.0319985798824267,1.0793445466867249,4.3094,4,False,ENSG00000178531
CD28,CD28,4994,True,0.011110988890668845,1.338225710568235,2.856615,7,False,ENSG00000178562
MAF,MAF,53626,True,0.07922771813766058,1.1443167245295633,3.011764,7,False,ENSG00000178573
GPR35,GPR35,9160,True,0.01708142536641721,1.176478156561758,1.9056766,5,False,ENSG00000178623
KCTD12,KCTD12,130041,True,0.20627320329782228,1.0711092977846073,2.7987201,6,False,ENSG00000178695
THBD,THBD,108115,True,0.24298904462559576,1.2584758734270227,5.454569,13,False,ENSG00000178726
RIIAD1,RIIAD1,24362,True,0.03425987384623741,1.164963310363883,4.7995987,7,False,ENSG00000178796
APOLD1,APOLD1,16542,True,0.02718309331756269,1.236447933646263,3.0283692,7,False,ENSG00000178878
LGALS7B,LGALS7B,48817,True,0.11854779805644863,0.9393876304451219,3.3775928,5,False,ENSG00000178934
ERICH3,ERICH3,38635,True,0.07778880088840842,1.4742905886994861,11.810211,11,False,ENSG00000178965
GIMAP7,GIMAP7,67554,True,0.13997167419269055,1.5340461324436931,9.006637,12,False,ENSG00000179144
TMEM125,TMEM125,88568,True,0.13123708696375047,1.052540523493591,1.7913567,7,False,ENSG00000179178
HLA-DQB1,HLA-DQB1,240372,True,0.6803250041717464,1.3334598463623408,6.6717296,12,False,ENSG00000179344
GATA2,GATA2,22035,True,0.04438679261830327,1.7434821581102085,8.062137,12,False,ENSG00000179348
EGR3,EGR3,36310,True,0.05363622796835493,1.2359439511997479,3.4005275,7,False,ENSG00000179388
FCER1A,FCER1A,10009,True,0.031531645983045135,1.8338250245646268,9.15549,12,False,ENSG00000179639
CDH5,CDH5,28470,True,0.0478010752392149,1.3157231918224235,4.2335625,9,False,ENSG00000179776
FAM216B,FAM216B,31825,True,0.0530551569169463,1.3333590606906633,7.8601465,11,False,ENSG00000179813
C1orf194,C1orf194,48403,True,0.12201633064106747,1.9033449779673286,18.911812,13,False,ENSG00000179902
ITLN1,ITLN1,3895,True,0.006094284870603159,1.2372506082826131,3.3847759,5,False,ENSG00000179914
SEPT1,SEPT1,51791,True,0.08197616627436291,1.1574396688757678,3.3718736,7,False,ENSG00000180096
LYNX1,LYNX1,52969,True,0.22395889406402833,1.1755573803481651,6.83001,7,False,ENSG00000180155
HMHA1,HMHA1,46549,True,0.07544907928172688,1.1919018494430713,3.1176257,8,False,ENSG00000180448
PRF1,PRF1,36178,True,0.13200580254003152,1.7993084900866967,10.391491,12,False,ENSG00000180644
S1PR5,S1PR5,21530,True,0.042232985105018835,1.2358498633830894,2.7040942,7,False,ENSG00000180739
NQO1,NQO1,117794,True,0.25981152146799663,1.0801034294984222,3.014567,8,False,ENSG00000181019
